feedback_id,feedback,title,author_codes,channel,product_area,source_dataset
Q3explainR_51sLcL1dLykQQuc,This was one of multiple articles we cited related to poor cancer survival in other cancer types than the one we were studying. This did not affect our overall discussion points.,Explain PubPeer concern / citation context — cit553_1,citation-reasons; no-serious-consequence; misunderstood-question,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_6FKcKXAxFAxT8wp,Interpretation of the microscopic images is rather subjective.,Explain PubPeer concern / citation context — cit554_1,opinion,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_57qnJQasMjHc9XP,"I am not sure that I fully understand this question. After reviewing the Pubpeer comments and the original publication, I fully agree with Pubpeer that the paper has many issues",Explain PubPeer concern / citation context — cit151_1,relevant-comment; misunderstood-question,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_5GCRWW9yzE1m1yN,"we pasted a wrong figure in the figure under question. We (my co-corresponding coauthor and me) have investigated this thoroughly. The paper was then already published many years ago and it was not obvious to find the original files back. We could however trace back the mistake to a figure made many years ago by a student. We have checked whether the conclusions (which were based on quantitative analysis on additional experiments performed by others) were affected by this mistake, and can confirm they are not. Moreover, there has been an anonymous complaint to my university who has investigated this and has confirmed that there was no fraud or bad intentions involved.",Explain PubPeer concern / citation context — com158_1,old-paper; students; no-serious-consequence; error-not-fraud; anonymity,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_5O3qEjaNHUhip63,Too many overlaps and re-used sections of images,Explain PubPeer concern / citation context — cit555_1,fraud-not-error; accumulation-of-issues,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
EndR_7AIP6qJcob9mOOJ,"I think the overall purpose and intention of pubpeer are positive in terms of academic development. In addition, I think the purpose of pubpeer should be to academically correct and improve errors or deficiencies in publications.

For the development of pubpeers, I would like to suggest the following improvement directions.

1) I think it is very inappropriate for readers who post their opinions on pubpeer to remain anonymous. It is not absolutely necessary for the questioner to be anonymous, and I think it should provide exactly the affiliation and career in the field of the paper in which he/she asked about.
2) Readers think it is very wrong to unilaterally claim their thoughts or guesses, especially to make claims that slander the author, and it does not fit the purpose of the pubpeer.
3) Readers' questions and authors' answers that were communicated in pubpeer should be conducted in an academic framework and should be improved with an academic manner and content.
Pubpeer does not have the purpose of being created and operated for slander, blame, and non-academic legal complaints/accusations between the reader and the author, does it?
4) Publishers and editors of each journal need to seriously consider the introduction of a formal and systematic process to re-evaluate and republish papers revised to academically agreed/derived content through questions and answers between readers and authors in pubpere.

I expect pubpeer to serve and develop not as a place of slander and criticism, but as a place where authors and works can develop through academic discussions.",Final open comment — com425_5,pubpeer-ok; anonymity; tone; to-be-discussed-group; responsibility-to-journals,open-ended survey (qualitative),Final open comment,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q4noWontOtherR_1c7NIlApaGD6acj,"the damage has been done, and the paper has been withdrawn.  It is unfortunate to lose the entire paper over one small error in one panel of data in only one figure.  This doesn't invalidate the entire study which has not been called into question for little benefit and much harm to the researcher's reputation.",Why not use PubPeer (other) — cit162_2,retraction/retracted; no-serious-consequence; consequence-reputation,open-ended survey (qualitative),Why not use PubPeer (other),Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
EndR_141xXWtCVzyDkCO,"I think it's great detective work to review published articles. Sometimes you agree to review articles without having the expertise or time to do the job properly, and it's a commitment and a big responsibility to the scientific community. It must be very uncomfortable and embarrassing to have to retract or withdraw an article.",Final open comment — cit544_5,pubpeer-ok; peer-review-process,open-ended survey (qualitative),Final open comment,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_6B8PIrno5emGcbD,"There was an error in the paper which we missed in the author's proof that was corrected by the publisher, after which everthing was good. However, the person who spotted the error could have easily written to the communicating author (which is what those e-mail addresses are for! or the journal first. That would be the more polite way to deal with the issue. PubPeer encourages a very aggressive and cowardly attitude that is non-collegial.",Explain PubPeer concern / citation context — com200_1,correction-done; contacting-authors; tone; pubpeer-not-ok; pubpeer-misuse,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
EndR_8kb4an7ngDutljx,I appreciate the  rigoureus verification,Final open comment — cit556_5,thanks,open-ended survey (qualitative),Final open comment,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_6j1JaQf7yOyx6Kb,"If I used the paper's data to draw my conclusions, that would be an error. But that was not the case. I just cited the paper as a reference of previous work done.",Explain PubPeer concern / citation context — cit557_1,misunderstood-question; citation-reasons,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_6QswGmYhyVW7qI1,"I cannot judge the intention of the authors. Duplication of an image might be due to a ""copy and paste"" mistake when the figure is put together for publication.",Explain PubPeer concern / citation context — cit87_1,intent; uncertain; error-duplication,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q4noWontOtherR_6enwQmYAEEfzXMG,It looks like this has already been dealt with at the university level.,Why not use PubPeer (other) — cit117_2,correction-done,open-ended survey (qualitative),Why not use PubPeer (other),Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_6YohXDtJon8cgdm,It could be an error or deliberate re-use/misrepresentation of an image in two papers. I could see either case having occurred.,Explain PubPeer concern / citation context — cit558_1,intent; error-not-fraud; fraud-not-error,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_7aEmJiBmWpihbrX,the authors provide a perfectly reasonable explanation. The claim of manipulation was baseless and wasted everyone's time and effort.,Explain PubPeer concern / citation context — cit559_1,irrelevant-comment; error-not-fraud,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_7igspoqMr3XRpwv,"1) The manuscript in which the paper in question is cited is from 15 years ago, and the possible duplication of a region in one of the figures was detected with an AI algorithm. If this is a real issue (see point 2), I don't think it could reasonably been detected at the time of submission. If I understand the question correctly - that is, whether I think was citing that paper was an error - I would have to say no. 2) I reviewed the image in question in the cited paper, and I am not sure that I agree with what the algorithm has detected. Perhaps with further image processing it might be more apparent, but it is not immediately visibly verifiable as an image duplication to me.",Explain PubPeer concern / citation context — cit560_1,misunderstood-question; uncertain; old-paper; duplication,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_7M0rJqfhXqb8IeU,"It looks like there are quite a few issues with data duplication in the manuscript, which makes me wonder how good are the other presented results. Given this, I will stop citing this work.",Explain PubPeer concern / citation context — cit144_1,action-not-cite; accumulation-of-issues; misunderstood-question; duplication,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_7sPjjg9AWNfBXmF,"I did find that some trainees made careless mistakes in their presentation slides, manuscripts etc. so an error cannot be completely ruled out.",Explain PubPeer concern / citation context — cit413_1,students; uncertain,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q4noWontOtherR_2FcHgb3im9kLhBL,"The matter has been widely discussed all over the scientific world to the extent that no further comments are needed. This happened before I was aware that I had cited the work.
However, I have discussed the matter with my students, so I have reacted 'locally'.",Why not use PubPeer (other) — cit226_2,correction-done; other; students,open-ended survey (qualitative),Why not use PubPeer (other),Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q4noWontOtherR_5GwYnrSj5Qz5U9n,Authors of the original work need to clarify on the mistake in their article. Authors citing the article can not correct the cited article.,Why not use PubPeer (other) — cit357_2,responsibility-to-authors,open-ended survey (qualitative),Why not use PubPeer (other),Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_92Q8dxKR1Sm9J8J,"Some comments published in Pubpeer are not ""scientific"" and may be made by immature scientists who may not be able to interpret the data properly",Explain PubPeer concern / citation context — cit384_1,pubpeer-not-ok; expertise; irrelevant-comment,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_88TclBeuTeuoxsq,My comment about the paper is not related with the issue mentioned on PubPeer.,Explain PubPeer concern / citation context — cit374_1,misunderstood-question,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_89OOAomogERrQu5,The similarities of the western blot bands cliamed by the peers are not completely convincing for me. If their identity could be exactly (i.e. more reliably than visual inspection) proven I would call the issue fraud not error.,Explain PubPeer concern / citation context — cit469_1,uncertain; fraud-not-error,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
EndR_9DrbDWr4GtcEGv7,"Thanks for making me aware of this. Our paper failed to identify this miR393*, and I have had specific questions on why we did not find it, and now I am wondering how much I trust this paper.",Final open comment — cit461_5,happy-to-know; reproducibility; consequence-epistemic,open-ended survey (qualitative),Final open comment,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_8CVsCGh4TBnsTaP,This is a matter of used language and not whether the methods used are scientific or not. It would not have any affect on the choice of reference,Explain PubPeer concern / citation context — cit561_1,language-not-content; misunderstood-question,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_8EsjhOPyu7RL6ZM,"Our paper was a review, and it was necessary to cite this landmark paper, unless retracted. In fact, what is clearly abnormal is that Cell did not retract the paper or at least request a correction.",Explain PubPeer concern / citation context — cit376_1,misunderstood-question; review-article; citation-reasons; responsibility-to-journals; retraction/retracted,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_8KSYgg6OnXcpu34,It looks clear that there was intended manipulation of the supplementary western blots,Explain PubPeer concern / citation context — cit562_1,fraud-not-error; intent,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q4noWontOtherR_3N1YEOHvCTsjE2J,"While I acknowledge the concerns raised on PubPeer, I am not in a position to independently evaluate or address the original data. However, I will avoid citing this paper in the future.",Why not use PubPeer (other) — cit478_2,data; relevant-comment; action-not-cite,open-ended survey (qualitative),Why not use PubPeer (other),Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_3nZymqbdZqLXH3c,The nature of the figure that required assembly of tiny spots that all look alike could have resulted from a copy/paste error. The glycogen defect being examined did not have any relevance to the reason we cited the paper in question.,Explain PubPeer concern / citation context — cit563_1,intent; citation-reasons; no-serious-consequence,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_95zRYGrpV64hC9x,"I'm not certain whether it was an error or misconduct, but when we attempted to replicate part of their study, we obtained significantly different results. Accordingly, we noted in our manuscript that our findings diverged from theirs.",Explain PubPeer concern / citation context — cit385_1,uncertain; reproducibility; citation-reasons,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_52yRv2pBYPm1PdZ,I am very wary of anonymous comments that have microscopically analyzed the surface texture of blots. I don't think is a good contribution to science. In this case the findings have been independently confirmed in other publications.,Explain PubPeer concern / citation context — cit79_1,anonymity; no-serious-consequence; reproducibility,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_9aO4kAQw0a87cOZ,In my paper I said that nanoparticles had been tested in several species (with no conclusions about the outcomes of those tests) and this paper was one of several that tested nanoparticles. So whether there were any issues with this article is irrelevant to the use of the citation in my article.,Explain PubPeer concern / citation context — cit465_1,misunderstood-question; citation-reasons; no-serious-consequence,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_97D6QbzCPqfHEMV,"Pub peer comments can be taken for consideration for people whose identity is disclosed and any data can be communicated initially with the corresponding authors before commenting and all literature knowledge must be there for the person who comment.
Simple and passer by comments can be ignored",Explain PubPeer concern / citation context — cit530_1,anonymity; contacting-authors; expertise,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_9enngZQgoCe9wC5,"“Generally, the transportation and tourism industries play a particularly important role in the process of energy saving and carbon neutrality”. Our paper cites the research you mentioned here, We think there is currently no academic controversy regarding the citation of this research. sentence in its usual sense.",Explain PubPeer concern / citation context — cit386_1,misunderstood-question,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_9PmVRKxYFSOnFQk,"This is a review article, covering several articles on this topic. Hence, retraction of this one article has almost neglible impact on our Review paper",Explain PubPeer concern / citation context — cit564_1,misunderstood-question; retraction/retracted; review-article; no-serious-consequence,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q4noWontOtherR_2N4ClpytlTaYHNq,"problem solved, no need for additional comments",Why not use PubPeer (other) — cit565_2,correction-done; pb-fixed-on-pubpeer,open-ended survey (qualitative),Why not use PubPeer (other),Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q4noWontOtherR_8gcTUrBiBYKlX6V,not my paper,Why not use PubPeer (other) — cit97_2,responsibility-to-authors,open-ended survey (qualitative),Why not use PubPeer (other),Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_7DwG6UN04fg4IW4,"PubPeer noted that parts of one image from a student's paper had been duplicated (Photoshopped to cover a few blank spots), so I spent 5 months during the pandemic and went through all the data to verify it and then published a corrigendum for that figure.  I'm glad that they brought it to my attention.  It was my first grad student from 15 years before and I had not checked the figure as carefully as one should have (which, given the student's later misconduct as a physician, I should have done).",Explain PubPeer concern / citation context — com566_1,students; data; fraud,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_3hgb0LwVM5RhXiq,The comment is made by a known abuser whose vindictive behaviour is completely unacceptable and with disregard to the mental health of the authors. The issues raised by the commentator illustrates a lack of understanding of basic evolutionary principles. Something any one familiar with the topic would conclude after reading the paper. Pubpeer is unfortunately perpetuating claims that are not intellectually sound. Pubpeer should hold standards for claims that can affect careers and lives much much higher.,Explain PubPeer concern / citation context — cit567_1,pubpeer-misuse; consequence-psychological; pubpeer-not-ok; pubpeer-control; consequence-reputation; expertise,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_4eeG1uMdJ3mqO9Z,"My paper is a review and the conclusions cited via the paper which was commented upon are not changed by the comments. However, the comments look quite serious, and I will go and review the paper again. If I agree with the comments and no author response is given to the comments I would not cite this paper again in future but rather one of the others in this field.",Explain PubPeer concern / citation context — cit77_1,review-article; regret-citation; no-serious-consequence; action-not-cite; relevant-comment,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_5ljbnawC3YQBSql,The comment relates to different opinions on style of presentation of illustrations. The comment is meant to be hurtful and not of scientific merit .,Explain PubPeer concern / citation context — com159_1,opinion; tone; irrelevant-comment,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
EndR_6ymOpLNM6ooABcR,"I wish I could have been notified sooner of the PubPeer comments on the paper we cited in our review article. The PubPeer comments appeared 4 years after our publication, and 10 years after that I learned of the comments. Although in this particular case the citation is not of any significance for our article, had it been more serious the long delay would have been highly undesirable. Going forward we will utilize several mechanisms to ensure that all references we cite or encounter will have passed the PubPeer filter.",Final open comment — cit568_5,pubpeer-comment-visibility; no-serious-consequence; review-article; action-other,open-ended survey (qualitative),Final open comment,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_423gpJ1kaLfrCWy,"We looked at recent papers on applications of LDH and cited the paper in the Introduction Section that received the comments. While it does not affect our results and discussion I am a bit unnerved by what happened. In future, I will look up pubpeer post-publication reviews and/or do a thorough review before choosing references.",Explain PubPeer concern / citation context — cit143_1,citation-reasons; regret-citation; action-other; no-serious-consequence,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
EndR_2s04FZPgfS3F7qK,"With regard to PubPeer, I do not consider it a fully reliable source. While it can sometimes be a useful forum, there are significant concerns. Because comments are often anonymous, anyone can post remarks without accountability, and in some cases these comments are inaccurate or based on a superficial reading of the paper. For example, I personally received a comment that clearly demonstrated the commenter had not carefully read the paper or even the figure legend. Moreover, anonymity can enable targeting of individual researchers for non-scientific reasons, which undermines trust in the platform. In contrast to journal-based peer review, there is no formal process to check the validity or fairness of comments. For these reasons, I would only find PubPeer fully reliable if commenters were required to identify themselves (e.g., using institutional email addresses) and assume responsibility for their remarks.",Final open comment — com110_5,pubpeer-ok-but; anonymity; pubpeer-control; irrelevant-comment,open-ended survey (qualitative),Final open comment,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
EndR_7MzIO1fwwEfAmdv,The peer-reviewed venue should take responsibility rather than rely on public reviews after publication.,Final open comment — cit569_5,responsibility-to-journals,open-ended survey (qualitative),Final open comment,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
EndR_9hXYppG5AZzbm42,"PubPeer is a valuable tool for enhancing the rigor of research. However, its capabilities are limited. For instance, it cannot detect intentional data fabrication or the trimming of non-image-based data.",Final open comment — cit192_5,pubpeer-ok-but; intent,open-ended survey (qualitative),Final open comment,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q4noWontOtherR_2zwCIvjNsJDI36u,I cited the retracted paper in my own work but this citation was just one of many and did not really affect the message of my own work. But I am happy that the incorrect data were made public and that that paper had to be retracted in the end.,Why not use PubPeer (other) — cit494_2,retraction/retracted; no-serious-consequence; thanks,open-ended survey (qualitative),Why not use PubPeer (other),Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q4noWontOtherR_7Sry33yv0LwS19h,"The chapter I wrote which cited the study is in a book, and not modifiable. Also, the specific issue cited by pubpeer did not affect major conclusions of the cited study",Why not use PubPeer (other) — cit287_2,other; no-serious-consequence,open-ended survey (qualitative),Why not use PubPeer (other),Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q4noWontOtherR_811J7eBOyAgPO1N,It is usually boring to detect so little change with the reality,Why not use PubPeer (other) — cit373_2,incomplete-unclear,open-ended survey (qualitative),Why not use PubPeer (other),Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_5WQiyM8cshaj2Yp,"In general, the work is not really well done, but from our own data, some conclusions in this paper are valid.",Explain PubPeer concern / citation context — cit570_1,no-serious-consequence,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q4noWontOtherR_38BrEIYdV36UjyY,It is not my publication.,Why not use PubPeer (other) — cit571_2,responsibility-to-authors,open-ended survey (qualitative),Why not use PubPeer (other),Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_82lN0KOpfrPidMW,"The issue raised in PubPeer on the article I cited is a serious one, as several bands appear to be have been duplicated, although they are labeled to be from Western blots from different cell lines. Had I known of these issues before writing and publishing my paper, I would not have cited this work. Thank you for bringing this to my attention.",Explain PubPeer concern / citation context — cit572_1,accumulation-of-issues; regret-citation; happy-to-know,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
EndR_1xoAmN824R7Gp6V,"Reviewing what has been commented on on PubPeer, I find it troubling that JBC has not been contacted and/or the paper in contention retracted.",Final open comment — cit138_5,responsibility-to-journals; contacting-authors,open-ended survey (qualitative),Final open comment,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
EndR_2D2jP9XToWP8VMF,i think the publishers should include your comments or flag that this article might have some error in reporting the results..,Final open comment — cit222_5,pubpeer-comment-visibility; responsibility-to-journals,open-ended survey (qualitative),Final open comment,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
EndR_2gqkWjuZjYMMBML,The community is doing a great job!,Final open comment — cit573_5,pubpeer-ok,open-ended survey (qualitative),Final open comment,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
EndR_6rNhBXg8xSw6NDb,i have VERY mixed feelings about PubPeer,Final open comment — cit179_5,pubpeer-not-ok,open-ended survey (qualitative),Final open comment,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q4noWontOtherR_6CIMiiVWWf0bp23,There are other articles arriving on the similar conclusion about JNK1 and JNK2. It is the responsibility of the original authors and/ or the journal to make the correction．It is difficult to stop others citing the article as long as the article is still in the public domain,Why not use PubPeer (other) — cit367_2,no-serious-consequence; reproducibility; responsibility-to-authors; responsibility-to-journals,open-ended survey (qualitative),Why not use PubPeer (other),Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q4noWontOtherR_1ahmwaVRJpDgG4R,"It is a minor citation to an effect we allude to, in order to provide context for our work. The effect in itself has not been disproved and there are othere references that could be cited in the place of this retracted citation. Not sure if the published paper needs to be corrected just for this.",Why not use PubPeer (other) — cit330_2,citation-reasons; no-serious-consequence; retraction/retracted,open-ended survey (qualitative),Why not use PubPeer (other),Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q4noWontOtherR_97D6QbzCPqfHEMV,"Since comments come from anonymous identify and any scientific data can be shared with whose identity must be disclosed and he or she must write first directly with the corresponding authors with more data sets and then not satisfied he can comment on pubpeer 
Pubpeer must allow those people whose identity must be disclosed 
Anonymous person must not be allowed in scientific scale",Why not use PubPeer (other) — cit530_2,anonymity; pubpeer-control; contacting-authors,open-ended survey (qualitative),Why not use PubPeer (other),Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_3dXz0Y0QAiykQ9P,There was an error in building/formatting the figure commented in Pubpeer. The comment was actually very useful to issue a correction statement in the journal.,Explain PubPeer concern / citation context — cit574_1,correction-done; pubpeer-ok; relevant-comment,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q4noWontOtherR_2Grd4bXsOAKQEMh,"I was unable to get access to the paper, so I have no clue what could be the problem. In general as an edotir I would prefer a system in whicy the peer reiew only deals with  the Objectives, design of experiments and the results. The discussion is the authors view, but other views to explain the data may be reported later. That may help to get a more open discussion about the results and may encourage further discussion and in integration of results from different sources. This may also help to improve reproducibilty.",Why not use PubPeer (other) — cit230_2,uncertain; peer-review-process; opinion; reproducibility,open-ended survey (qualitative),Why not use PubPeer (other),Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q4noButWillotherR_3rcWTvlSYgjIcjl,I am waiting to find out if additional papers we cited in our publication (a review) will be retracted. I plan to review the situation later and perhaps submit a correction to our original review if necessary.,"Not yet, but may use (other) — cit75_4",review-article; action-communicate-journal; accumulation-of-issues,open-ended survey (qualitative),"Not yet, but may use (other)",Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q4noWontOtherR_2TyOefjgKZAGoCG,"If I find relevant errors or mistakes in a published paper, I would directly contact the corresponding author first. If I receive no response, I would contact the editor.",Why not use PubPeer (other) — cit170_2,contacting-authors; responsibility-to-authors; responsibility-to-journals,open-ended survey (qualitative),Why not use PubPeer (other),Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_5P6weszZuxLXEpy,"It was an opinion about the effectiveness of the approach provide in the paper, but the authors were merely articulating a strategy in the original paper.  They weren't inferring their approach was without shortcomings.",Explain PubPeer concern / citation context — cit360_1,opinion,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
EndR_5O3qEjaNHUhip63,Keep up the good work! This kind of image manipulation needs to stop in science.,Final open comment — cit555_5,thanks; fraud,open-ended survey (qualitative),Final open comment,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q4noWontOtherR_55XwVa8yUjM45ea,"I am not sure that sufficient work has been conducted to validate and verify the PubPeer comments. If the article in question is retracted, then I might consider changing the conclusion, but see no real benefit in acting at this time.",Why not use PubPeer (other) — cit255_2,pubpeer-control; retraction/retracted; consequence-epistemic,open-ended survey (qualitative),Why not use PubPeer (other),Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q4noWontOtherR_8Dvb0FlEa6l5Edq,It's better ignored than facing pyschological distration,Why not use PubPeer (other) — cit299_2,consequence-psychological,open-ended survey (qualitative),Why not use PubPeer (other),Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_4DN01snaGsNo8vJ,"At present, the purpose of post-publication reviews is not well understood, and the actual significance lies in those aspects.",Explain PubPeer concern / citation context — com409_1,pubpeer-not-ok,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_632KCTAsNM3swF4,There are duplications of data so it is not possible to know if the correct results are represented.,Explain PubPeer concern / citation context — cit364_1,uncertain; duplication,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_8tFDjsFvpMP19OR,"The image manipulation identified is clearly an error, although it appears to have been done in good faith. The corresponding author has responds and has provided a reasonable explanation.",Explain PubPeer concern / citation context — cit540_1,error; correction-done,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_10YQh0bKQkge1vG,It was an error in the choice of picture but the issue had been identified and corrected a long time ago.,Explain PubPeer concern / citation context — cit575_1,correction-done,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_133zY8jThCXRGZs,Depends on definition of error,Explain PubPeer concern / citation context — cit55_1,uncertain,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_2CljCpdcM1KwmI0,I think is better to use the accepted forms for the concepts meant in the sentences at discussion here,Explain PubPeer concern / citation context — cit399_1,other,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
