feedback_id,feedback,title,rating,created_at,channel,product_area,source_dataset
DRUG-144625,"""I have arthritis and I am waiting for a hip replacement. The cartilage has gone in my hip. I am walking on bone on bone with terrible pain.  I take 4 - 8 tablets a day depending on the severity of the pain. Ultracet controls the pain perfectly and I can walk almost normally. I have been on the medication for about 4 months now with no side effects. It's brilliant and I would recommend Ultracet for pain relief. It is the only painkiller that works for me.""",Ultracet — Pain,5.0,2017-12-05,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-21141,"""My doctor put me on Keppra to see if it will help with my problems of completing sentences and being at a loss of words. I haven't been on the medicine long, but the side effects are very apparent. I feel almost drunk sometimes I am nauseous and dizzy and have not noticed any change in my condition. I have to be very aware and on top of my game to do my job.""",,2.5,2012-11-06,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-154902,"""Cured the ear infection but caused horrible diarrhea that continued for a while after stopping it, for 14 month old daughter. Very harsh on the digestive system. """,Cefdinir — Otitis Media,2.5,2009-08-19,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-65916,"""I decided to start taking the birth control shot after the birth of my son. I figured it would be worth the convenience of getting the shot every 3 months and not having to remember to take a pill.  Ever since I've started getting the injections my side affects has been SEVERE mood swings, DECREASE in my libido, cramping and nausea. I've never liked the idea of not having a regular cycle; however taking birth control does alter your menstrual cycle. I'm going to have to consider other options for birth control. I can't deal with my severe mood swings! I'm starting to lash out against my family and it hurts. I'm a young 33 year old and my sex drive has gone completely down hill!""",Medroxyprogesterone — Birth Control,1.5,2015-10-28,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-41136,"""I've been taking Ocella for 4 months, and so far everything is going great.  I feel normal, my period comes on time every month, and my period is not as heavy.  Occasionally, I feel nauseous around my period, but that side-effect occurs with or without birth control.  I would recommend this oral contraceptive to anyone who is between late teens and early twenties.""",Drospirenone / ethinyl estradiol — Birth Control,4.5,2009-10-19,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-154052,"""I'm 18 years old. I am on month 4 of this pill and will be discontinuing its use once this pack is done. It cleared up my acne completely by month 3, which is why I am on it, but the mood swings are not worth clear skin. Im prone to anxiety, but my depression and anxiety have sky-rocketed, I feel completely hopeless and have panic attacks every day. My heart is always racing, and I also feel nauseated so easily. This pill makes me feel like Im going insane. Feeling this bad is not worth clear skin, but I give it a 3 only because it did clear up my acne amazingly. Would not recommend.""",Drospirenone / ethinyl estradiol — Birth Control,1.5,2016-07-20,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-65029,"""I am 44 female, and I had total of 4 injections. Yes, it really works with keeping the white blood cells count up. Did an awesome job there! But I had such severe bone and joint pain. It was unreal the pain. Always 2 days after getting injection. And pain would last longer with each new injection. But I got Percocet for pain. I would just takes a pill then go to bed. I seriously hate how very bad the pain was! But even being around the little ones I babysit for. Who seemed always sick, I never caught anything. But the pain is insane. Drink lots and lots and lots of water and fluids.""",Pegfilgrastim — Neutropenia Associated with Chemotherapy,5.0,2015-01-15,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-126666,"""IBS-C taking herbs off and on for years. Started taking it in am before eating. I'm busy all day and don't eat until around 2pm- 4pm so this did nothing for me.  She said to take it later with food. This caused me to interrupt my work day with a couple hour &quot;break&quot;,  Tried  again in evening with food if I remembered to take it by 5pm and it  was great. I would be able to go before bedtime, however take it too late, up for hours -  not a pleasant experience. This May I stopped taking it, just herbs and tea now. I'm convinced it ruined my hair. I'm really small and have ADHD, so I need my vitamins and what food I eat to be absorbed into me, this stripped me of nutrients.""",Linzess — Constipation,2.5,2015-07-23,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-127574,"""Worked really well when I was younger.  Now 30 years later, it isn't as effective,  and it causes stomach upset. Even when taken with food.""",Azulfidine — Juvenile Rheumatoid Arthritis,2.5,2014-08-01,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-01258,"""Wow! I LOVE this medicine! I am excited about the hope of bigger breast, aren't we all ladies? It apparently has increased my sex drive. I am 35 years of age, married for 18 years and have 5 children. I cannot say anything bad at all about this medication, I love it! Oh yeah, it regulates my periods so as I have them more often with less cramps, I also have lighter periods, which is always a plus.""",Ethinyl estradiol / norethindrone — Menstrual Disorders,5.0,2011-12-29,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-20687,"""I have been taking plaquenil for over 6 weeks to treat autoimmune hair loss. My hair and itchy scalp has not improved at all. In fact it was even worse for a few weeks. Now I'm getting sores all around my eyes with a cyst on my eyelid and an inflamed blood vessel. I called my rheumy today to ask for a switch. I'm very disappointed because it seemed like the best out of the bunch for side effects.""",Hydroxychloroquine — Undifferentiated Connective Tissue Disease,1.0,2015-09-15,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-49180,"""My son was given Intuniv on October 8th of this year. He was on it for eleven days when he started having really bad uncomfortable full body ticks. I stopped the medicines Sunday night it's now Wednesday and he's still having ticks.  Dr says it will wear off but as a parents it's very scary.""",Intuniv — ADHD,1.0,2014-10-22,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-145350,"""Changed my life. Had terrible acne all through middle school and most tretinoin creams and tetracycline medication did nothing. Although hearing from my dermatologist all of the side effects, etc., it was all worth it. My self confidence and happiness with myself has been all worth it!""",Accutane — Acne,5.0,2013-09-12,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-116716,"""This medication DID eventually help with the migraines BUT I started losing cognitive skills.  I lost my ability to process thoughts, complete sentences, was even being lost in the place I lived for 35 years.  I was very scared.  My mind was clouded all the time.  The Doctor thought I was possibly having a break down due to stress. At his same time I had been battling continual Urinary Tract Infections.  The Doctor immediately took me off of this drug and everything is coming back to normal!  I was told this is a VERY common side effect and eventually I would probably have had kidney stones also.  """,Topamax — 6</span> users found this comment helpful.,2.5,2009-10-24,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-21269,"""My doctor prescribed me Xanax after I got fired from my job for verbally assaulting a colleague. I also suffer from schizoaffective disorder and post traumatic stress disorder. Today, I felt like having a rage filled outburst at someone I do volunteer work with. I took a Xanax and within 30 minutes, I was happy and chatty and relaxed.""",Alprazolam — Anxiety,5.0,2016-09-20,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-130758,"""Worst experience ever.  I took one capsule and two hours started diarrhea.  I only took one more tablet 12 hours later. I had diarrhea for 4 weeks.  I had hemorrhoid flair up.  Never again will I take this drug. I think it took about 4 months to get my gut straightened out. Be very cautious of this drug""",Omnicef — Bronchitis,1.0,2016-01-21,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-151626,"""I did 7 months of treatment then my Oncologist had to take me off due to Congestive Heart Failure. I personally don't think Herceptin contributed to it at all but was told it was the combo of it and Adryamyacin. It was pretty bad, my ejection fraction was down to 28. I was so short of breath that just walking to the bathroom was a real effort. The fatigue was the mind numbing kind that just turning over in bed felt like I had ran a race. As for side effects for the Herceptin, I had frequent nose bleeds, mild nausea and occasional headaches. I would have gladly endured any side effects for the benefits of this life-saving drug. I am so thankful to Dr Slamon for all the work he did and to Genetech. I am a 4 year survivor so I think that says it all.""",Herceptin — Breast Cance,5.0,2010-01-24,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-155241,"""Blood Pressure went from about 140 over 70 to 190 over 98  with Lisinopril. I was surprised that Lisinopril stopped working for me. Started taking Azor 5/40 about a month ago and my blood pressure is 118 to 125 over 60 to 67. I never had blood pressure as good as this.""",Azor — High Blood Pressure,5.0,2014-06-02,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-07400,"""I had tried every other medicine out there, and none of them has worked for me like Protonix does.  In combination with Carafate, I feel like me again. The chest pain, burping and burning has almost completely went away. No side effects at all. I highly recommend this medication..""",Pantoprazole — GERD,5.0,2017-11-23,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-116450,"""&quot;A textbook insertion&quot; my doctor had said. A year of irregular periods and ruined panties did lighten my extremely heavy flow, so I figured it was a sacrifice I could live with. 

I'd had it inserted in Nov 2014 & about Sep 2015 my 3 week long periods had started. I was under a lot of stress & after 2-3 months of this I decided to call. They told me &quot;your hormones can cause irregular periods&quot; they suggested that I take 800 mg of ibuprofen twice daily for a week every time or get on more meds. Are you serious?? 

Jan 2016, I was on my period, I went to change my tampon and felt that something was still hanging out of me. Hesitantly, I took it out & it was my IUD. Now waiting on my appt, but will not trust again. Didn't get pregnant though!""",Mirena — Birth Control,1.0,2016-01-26,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-08969,"""I was taking Atenolol and was having irregular heart beats also my heart rate were from low sixties to low forties when sleeping . Tried every thing and desperate to the point of having a Pacemaker. Thanks to a pharmacy that let me into some information about Amlodipine. MY heart rate is steady at 68-78, blood pressure 120/68. Yes, I do get the swelling in the ankles, was given Lasix 20 mg. Going on two years.""",Amlodipine — Heart Failure,3.5,2012-07-25,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-31376,"""I absolutely LOVE this pill. I have been through a lot of rough patches with my health, involving ovarian cysts, hirustism, hormonal cystic acne, and painful and heavy periods. When I first tried birth control in college, I was put on Aviane. It cleared up my skin to porcelain-like results within the first month, it regulated my cycle like clockwork, helped me shed unwanted weight, improved my sex drive, and even increased my breast size (bonus) from a small 34B to a full 34D cup. I am 5'4&quot; and 130 pounds, so this effect only helped my self-esteem! I went off Aviane a few years later after my gyno took out two cysts in 2012, and since then I tried about 6 other pills, from Yaz to Sprintec to Lutera. NOTHING compares to Aviane!""",Ethinyl estradiol / levonorgestrel — Birth Control,5.0,2017-10-17,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-139558,"""I feel like this medication is making me feel extremely depressed in a way I haven't suffered before. Unfortunately, my doctor says this can't be the case and it must be my condition ( despite the fact I have never felt this way before).""",Invega — Schizophrenia,1.0,2017-05-12,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-33215,"""Well I have been on my period for almost three weeks now. And I have asked a lot of people if they have it and they said yes. But I don't like it BC I feel like I'm as big as a cow""",Nexplanon — Birth Control,1.0,2015-08-16,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-98907,"""I took it for 2-3 days twice a day and have lost my sense of smell...hope its not permanent.  No med is worth losing the ability to smell.""",Dymista — Allergic Rhinitis,1.0,2015-11-14,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-94137,"""I was on Seroquel for a year. I was fat, no energy, restless leg syndrome and elevated glucose. Seroquel has too many serious side effects. """,Quetiapine — Bipolar Disorde,1.0,2014-04-30,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-03917,"""I I wanted to give an update as I hadn't started taking Requip on my first post. I had taken 2 doses, and had one episode of RLS the second day.  On the 3rd day, I was sitting in the waiting room at the colonoscopy clinic while my husband was in the back.  I kept dozing off, and would wake up, looking for my bottle of water, and it was in my purse,  sitting in my lap.  This happened over 4-5 times.   Anyhow, I took another dose that night, which was a Monday.  The next day, on the drive home, I was dozing, then woke up, raised up my seat, put my window down a little, reached out and pushed the mirror up!  I didn't say anything, put my window back up, and went back to sleep.  That was my last dose and I threw the rest of it away.""",Ropinirole — Restless Legs Syndrome,1.0,2017-01-05,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-41980,"""I just got this inserted yesterday. When I move my arm a certain way I feel a pinch where it was inserted every woman is different so I'll ignore all the reviews and see how my body will react to it. I'll give it 4 months or so if I don't like then I'll get it removed plain and simple most contraceptives have side effect so I do expect those. Thats what we have to deal with of we don't want to conceive either that or risk with condoms which also have the possibility of slipping  off etc.....""",Nexplanon — Birth Control,4.0,2015-10-08,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-32386,"""I'm 20 and sexually active and I love this pill! I've been on it for about a month and the only issue is that I have bad cramps but not as bad as what I used to have before this bc. I'm 80 pounds and this pill works wonders for me. No issues here at all .Don't let all these scary reviews scare you. Try it for yourself and see if it works. Every body reacts to medicine differently.""",Lo Loestrin Fe — Birth Control,4.5,2016-12-31,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-98921,"""I started the NuvaRIng in January, as directed. This is the second birth control I've used (had the pill Seasonale back in 2005, did nothing but spot all the time for six weeks), with the NuvaRing it is easy to insert, easy to remove and doesn't dislodge or fall out unless you might have some other issues. I have not gained weight or had any significant side effects. It made my period A LOT lighter (went from seven days with heavy bleeding to four days of just spotting), and the only downside I can find with it are the cost ($78). Overall I have liked the NuvaRing and would recommend it for use, however this is my experience. Some women may not have the same. We are all different. Very satisfied with the NuvaRing!""",NuvaRing — Birth Control,4.5,2010-08-23,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-109918,"""I have chronic pain due to MS and the muscle spasms and spasticity is sometimes OVER WHELMING! Recently was rear ended at a stop light and the pain is worse than ever. I have been on all other muscle relaxants and guess had built up a tolerance. My wonderful doctor finally prescribed Soma and it was a God send. Have taken before but hated it so I don't know what is different now but it is working!""",Carisoprodol — Muscle Spasm,4.5,2009-10-21,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-124024,"""Worked very well.  Triglicerides went from 2,000 to 600 in just 3 weeks.  The only medication that worked for me.""",Omega-3 polyunsaturated fatty acids — Hypertriglyceridemia,5.0,2012-05-12,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-68228,"""I have tried basically everything for my acne and Rosacea, I&rsquo;ve been on this med for four weeks and I have blackheads everywhere and three large cysts on my chin. I know you&rsquo;re supposed to give it 8 weeks but my skin has gotten SO much worse in a short time I think I&rsquo;m going to discontinue""",Soolantra — Rosacea,1.0,2017-11-08,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-68919,"""I had so many problems and my doctor didn't know what was wrong with me until I went to the Phillipines and doctor prescribed cephalexin. All the problems I had seems t have  disappeared. I wish I got that medicine before. I feel great.""",Cephalexin — Upper Respiratory Tract Infection,4.5,2009-09-15,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-11355,"""For me, this relieves withdrawal symptoms within an hour. It's like magic relief from awful withdrawal anxiety, heart thumping, and nervous system twinges that I get in withdrawal. I have been prescribed it when I am honest with the doctor and they know I am pursuing staying sober, going to counseling etc. It is a miracle for withdrawal symptoms for me.""",Librium — Alcohol Withdrawal,5.0,2012-02-26,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-144740,"""I have been on this BC a little over 4 months.. the pill made me completely insane. So I switched.. it didn't have hormones in it and I don't want kids for a while if really at all,I'm uncertain, FIRST month- great no symptoms nothing. SECOND- was bleeding every so often, hairloss, appetite change, hardly any sex drive, moodiness. And had heavy chest and heart issues (still unknown at the moment) THIRD- bleeding got worse. Would bleed for a week, stop for 1 day or 2, then start again and it's been like this since, very dark blood but very light but it's more than spotting. NOW - I'm very irritable, still losing hair, losing weight, no sex drive, can't sleep much at all, basically losing faith! No sex really bothers me!!""",Nexplanon — Birth Control,2.5,2015-12-19,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-17596,"""I'm just finished my second month on Accutane and I have never been happier about my skin! I have tried topical creams and antibiotics which did not help at all. When my dermatologist prescribed Accutane for my severe acne, I was doubtful after being prescribed unhelpful drugs. But I was wrong, and Accutane is working great for my skin. It's been a long struggle with acne and I am finally seeing results to clearer skin. The results you get from this medicine overpowers the side effects....trust me its worth it.""",Isotretinoin — Acne,5.0,2016-11-14,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-34798,"""Has helped so much.""",Esterified estrogens — Not Listed / Othe,5.0,2008-09-25,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-61068,"""Best pain medicine on market for relief for around 5-6 hrs.""",Roxicodone — Chronic Pain,5.0,2015-03-07,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-156115,"""This was for prophylactic dose to protect hip replacements .The one and only time I did take only one dose I had severe stomach cramps multiple bouts of diarrhea about 12 hours after taking the med. I had also tried Clindamycin but after taking it for many years each time I needed dental work I ended up getting a rash over my neck and chest.  The next time I had a dental appt. my doc prescribed Cipro from which I had no side effects after one dose. Around that time friends began posting a lot of negative side effects from Cipro on Facebook. I demanded a change and was given Amoxicillin. The first dose caused diarrhea but with the second one came severe cramp and diarrhea two days post ingestion. Several days later I experienced respiratory problems. Wish I knew if it was the Amoxicillin.""",Amoxicillin — Skin or Soft Tissue Infection,1.0,2017-04-13,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-119797,"""I have &quot;fibromyalgia,&quot; severe muscle pain from a twisted spine/congenitally deformed vertebrae. I was getting better with yoga, but hurt my back/rib muscles overdoing. I developed depression on gabapentin after a few weeks. At first it dulled the pain and made me feel lightheaded, and I had memory problems. Then my anxiety increased and the pain continued, and hit a real low.  I spent two weeks in a psych ward until a brilliant psych nurse who believed in treating muscle pain. I am now recovering on a mix of robaxin, a muscle relaxer, a low dose of valium for rib spasms, and prozac and remeron (for sleep) and hope to get off all of them once I can exercise again.  Similar reaction to Lyrica four years ago.""",Gabapentin — ibromyalgia,1.0,2016-12-25,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-69938,"""While taking this medication I began to experience symptoms similar to Parkinson's Syndrome. After a total neurological workup it was determined that it was Risperdal causing the symptoms, not Parkinson's.  Within a week of discontinuing the drug I was symptom free.""",Risperdal — Bipolar Disorde,1.0,2009-05-22,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-11064,"""When I first got Paragard my periods were very heavy for the first 9 months and they lasted 9 days! Now, I've had my birthcontrol for 1 year and 2 months and my periods last 5-6 days and are moderate! Also, I had mild cramping in the beginning and now I have no cramping at all! :D
I LOVE PARAGARD. The only birthcontrol that works for me and HORMONE-FREE!""",ParaGard — Birth Control,4.0,2016-07-07,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-12741,"""I have been taking Latuda 40mg for nearly 1 month now. Diagnosed Bipolar II since I was in my mid forties. I am now 65 years old. So far this medication has been very effective. No depression for 3 weeks. No hypomania so far. Seroquel worked fairly well but not as well as Latuda. I have lost a few pounds since I started Latuda. I have recieved some samples and will purchase this drug from Canada due to the outrageous cost here in the USA. My Medicare copay is $450.00. In Canada I can get a 30 day supply for about $180.00. Otherwise I would have to take something else and likely much less effective. Latuda is a great medication for me but it is truly incredible and in a way evil that 30 tablets retails for $1200!""",Lurasidone — Bipolar Disorde,4.5,2017-07-16,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-28777,"""Yaz was the worst thing to ever happen to me. I switched from Minastrin FE to Yaz because my doctor said it would be more effective for my skin... WRONG. I had moderate - mild hormonal acne before Yaz but after taking Yaz for just 1 month my skin broke out like crazy. It was so painful and horrible I wouldn&rsquo;t leave my house. My doctor told me not to panic and give it the full 3 months... I took it for 4 excruciating months and my face got progressively worse the entire time I was on it. I stopped taking it and my dermatologist put me on antibiotics which finally cleared my skin. But the whole experience was so bad I will never take this pill again. HORRIBLE.""",Drospirenone / ethinyl estradiol — Acne,1.0,2017-11-27,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-31286,"""I had eye pain migraines and nausea. I lost weight because of the nausea also.""",Amlodipine — High Blood Pressure,1.0,2016-07-09,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-105815,"""I took one tablet a week ago, with very little effect. The morning after taking it I did go to the toilet but it was very small.

Last night I took two tablets at around 10pm, and woke up naturally at 7am and needed to go. I did have pretty explosive diarrhea which lasted for about 5 minutes, but absolutely no pain at all, or sickness/fainting//dizziness etc. Every time I have gone to the toilet to pee since then I have also had a small amount of diarrhea but still feel absolutely fine in myself. Feeling very cleared out and my stomach is so flat for once!

I am horrified by all of these other reviews and do feel like I've been lucky, but then again, people are much much more likely to write about bad experiences than good ones.""",Bisacodyl — Constipation,5.0,2017-06-02,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-23453,"""Haven't felt so calm in a very long time. Taking zoloft for anxiety and depression from my ptsd. My racing thoughts and ruminating has slowed down, and I slept last night for the first time in 6 months with no sleeping pills . Actually feels weird to feel so good!!""",Zoloft — Post Traumatic Stress Disorde,4.5,2016-07-07,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-160756,"""I have struggled with insomnia for years. My biggest problem is either staying asleep or falling asleep. I worry a lot at night as well and can hear a pin drop when I'm asleep. I was taking benzos but found that I needed them almost every night and that started to worry me so my physician gave me lunesta to try. (I have tried Ambien and Ambien CR, both did the opposite for me and kept me up all night). I love Lunesta. Not only do I fall asleep comfortably, I stay asleep. It feels natural, not like I am drugged. I wake up refreshed and ready for my day. I don't even need to take it every night, I found that if I take it a few nights, I don't really need it the following nights. Also I have not had the metal taste at all.""",Lunesta — Insomnia,5.0,2011-06-18,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-104871,"""I was nervous all day long every day, couldn't sleep at night, was having constant anxiety/panic attacks and cried all the time. 
I went to see my doctor and she prescribed Lexapro 10mg but told me to start at 5mg. I HATE being on medicine and the first few nights I was so worried about taking it the anxiety was through the roof. I decided I needed to stick with it and the first 2 weeks were awful (anxiety, nausea, no appetite, no sleep) but then day by day I started feeling better. I am at 4 weeks (still 5mgs) and realize I enjoy my days. My appetite has returned, I don't count the hours until bed, and I can relax again. I feel more like myself than i have in years. Only negative is headaches every night after I take the med. Stick with it""",Escitalopram — Generalized Anxiety Disorde,4.5,2016-08-27,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-89982,"""I have been on Zoloft for years now and love it this medicine saved my life before I started taking Zoloft I was a mess!!! depressed and angry all the time I finally after several years decided I'd had enough I told my therapist I wanted an antidepressant I was going to call the doctor myself but she called the doctor. Honestly I remember a girl I met when I was in college who told me I needed help and to go home for the weekend however, I was reluctant to get help only because my parents felt that at the time antidepressants weren't that safe. I must say she was right I feel so much better not a lot of side effects sometimes I get diarrhea from it but mostly it works""",Zoloft — Depression,4.0,2017-08-24,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-96529,"""I got the implant back in Feb this year , a few days after Having a baby .well I look pregnant again .I'm not happy with gaining weight""",Nexplanon — Birth Control,2.0,2016-05-27,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-05675,"""I recently had an acute flare up with my Sciatica. The pain was unbearable with complete numbness down my right leg. I have suffered for 8 years with chronic sciatic pain wavering in intensity. This last time I went to my doctor requesting pain killer relief stronger than the Diclofenac and Baclofen I usually take which was ineffective. I was prescribed the 5/500 strength, 1 three times a day. This had zero effect on my pain. I took additional acetaminophen to augment the 500mg in the Vicodin. I have an appointment this week to seek a medicine that will bring me relief to I can enjoy life again.""",Vicodin — Back Pain,1.5,2012-03-13,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-27253,"""I've just started Niacin. 250 mg daily for a week, now 500mg.  I'm concerned because it shoots my blood pressure up from 125/79 to 166/99 for the hour that the flush lasts. I take it with food at supper time. I get strong flushes about every other day.""",Niacin — High Cholesterol,3.0,2013-09-28,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-159995,"""Worst night of my life. I made the mistake of not looking at reviews until I had just popped the pill. I felt like a zombie. I couldn't think or formulate sentences. My body felt like I had needles all over. My legs wouldn't stop shaking. I couldn't see. I cried until I fell asleep and continued to have side effects the next day. I cannot believe they sell this medication. By far the worst experience of my life. I do not recommend this drug to anyone and sincerely recommend anyone considering this drug to not take it.""",Topamax — Migraine Prevention,1.0,2016-10-13,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-28503,"""Crying more often. Nervousness when hungry. Thinking about getting it removed soon. Bleeding for two weeks on and off.""",Nexplanon — Birth Control,2.5,2014-05-09,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-70984,"""This medicine did not help my fibromyalgia at all. I had Doctor after Doctor ask me to take it as I searched for answers and relief. I finally had to stand up for myself and refuse to take it because it has such a strong effect on me. I felt like a zombie each time I tried it. This is regardless of how small the dose was. The medicine did nothing to ease my pain or any of my other fibromyalgia symptoms. """,Amitriptyline — ibromyalgia,1.0,2009-05-28,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-42915,"""I've been taking 20mg of Adderall XR for about 4 months now, and yes I'll admit it has dramatically changed my life. All the good side effects come to life and I feel like a completely amazing person.""",Amphetamine / dextroamphetamine — ADHD,4.0,2009-01-21,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-08903,"""20 yr old, been on Ocella for over a year.  Just today switched to Apri, Ocella made me gain weight and go up a bra size.  I went from a heavy long period with no pain to an extremely painful short period - not worth it.  This pill also made me moody and depressed.""",Ocella — Birth Control,3.5,2012-01-06,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-154501,"""&quot;Had a partial nephrectomy of the right kidney in 2005. The tumor was papillary renal cell. In Jan. 2016 the cancer reoccurred in several locations in the omentum. Surgery in June 2016 removed a portion of the frontal omentum including papillary renal cell tumors. Multiple nodules still remain in the omentum on both sides of my body. Have been taking 600 mg of votrient since Nov. 2016, now 8 months. Shrinkage by as much as 50% have occurred in some tumors. None have increased in size during the period. Some initial side effects, hypertension, nausea and weakness, have improved during the period; others, diarrhea, taste and poor appetite, remain. At the age of 87 I am trying to stay active. Praying for improvements for all of us.""",Pazopanib — Renal Cell Carcinoma,5.0,2017-07-01,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-50349,"""Made my pain worse""",Meloxicam — Osteoarthritis,1.0,2017-05-04,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-104435,"""25 years of Panic, Agoraphobia, Anxiety, PTSD, Depression, OCD. Have tried Zoloft, Luvox, Lexapro and Anafranil. Citalopram has unsurpassed efficacy for the aforementioned conditions. Quite simply the best SSRI. Panic literally disappeared, anxiety decimated, depression lifted. Also getting relief from OCD symptoms. Zero side effects. Titrated off Wellbutrin which exacerbated my anxiety. Highly Recommend, outstanding medication.""",Citalopram — Panic Disorde,5.0,2012-03-26,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-64322,"""Tried Viibryd about 3 years ago after trying several other anti-depressants over many years, with very little long-term benefit from any of them (Prozac, Lexapro...) After being on it for about 2 months, I forgot to take it one night, and had the worst nightmare of my life; the impact was more like a vision or prophesy. Decided after that to wean myself off, and cut pills in half. For each time I cut the dose, there was another horrendous nightmare. Was very relieved to be done with it.""",Vilazodone — Depression,2.0,2017-03-28,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
